user_id,amount,timestamp
6180,128.70364560849794,31
2559,25.769081908728197,3
8137,67.54102086371839,64
3971,68.64553707087501,54
2957,173.7109412180393,42
6916,50.120525322976285,18
1729,168.62447978303297,87
9233,72.52125470228175,89
26,147.82978434277555,91
2583,27.791462152455466,57
9244,44.68454650869035,35
9866,83.1323246458721,56
3055,43.90618007691671,12
6801,47.43188070585927,68
1658,170.41353862722758,85
3951,89.04154454901774,22
7299,242.56207872384735,51
7456,206.5272694476149,74
9933,77.23188575055705,84
4137,43.38820422943203,12
7931,79.39172730497877,66
1714,82.52034036414886,27
3331,13.774432509235151,21
3347,166.85707011370832,90
1986,82.05966609535965,93
3544,15.559943626527764,16
6979,65.4311516553784,51
701,52.95475061204444,99
7737,95.24620452487052,71
9646,21.855106114191454,48
3786,11.333244663507958,10
7262,96.35015549335402,68
2471,87.68490503309278,10
5014,136.42461819443054,37
6659,236.10690689316422,77
4260,50.43923142825133,41
5545,275.36847254780326,20
3044,59.544205497612225,7
3883,33.70333320755432,2
2940,67.30612650344429,19
5161,64.62899825595753,42
1820,17.10512605131273,52
6884,194.04076707973903,56
2802,51.24027125302132,8
2463,25.960066735286418,35
3371,49.99916922533971,25
7222,94.03404442387844,23
8527,182.80814463179527,30
4976,169.2742283316495,8
5067,86.3053799906615,81
7501,18.372294567674796,82
2788,94.62002697675415,31
4125,50.52132104339335,50
3606,12.893151959589874,80
1540,103.50548339014807,16
8766,51.62527878580193,18
220,207.8328860905064,37
4922,169.43982842942407,32
5613,23.337519184507443,34
753,128.93840422914283,64
7488,175.65691203426692,55
7206,108.93861158086993,35
9212,118.04606571851859,12
9680,173.3852497726319,5
7938,151.04891406446518,31
1961,70.53715177951125,50
5958,156.0770503236862,23
3483,71.37812645590874,43
6635,85.55920694089868,30
8629,32.21418582296492,30
8670,61.200318305563016,33
782,177.8999303739004,81
5103,35.95346709025361,68
4167,100.90385813001161,71
219,98.56981770512843,1
9219,167.042708637001,36
8029,14.531337109662045,75
